id	family	group	language	idiom	type	genlang_point	map	feature	value1	value1_name	value2	value2_name	value3	value3_name	value4	value4_name	value5	value5_name	source	page	comment	contributor	date	form	example_as_in_source	example	translation_as_in_source	translation	gloss	example_source	example_page	example_comment	idiom_new	language_new	type_new
28	East Caucasian	Dargwa	Muira	Muira	language	yes	yes	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (obligatory marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	gasanova1971	89	In this dialect (except the idiom of Kishi) adjectives attach the plural marker encountered on nouns. Not clear, what happens with adjectives that end in -si / -(i)l	Aigul Zakirova	3/15/2024	-bi	бухъина ккалкка, духхинаби ккалккни	b-uqʰina k:alk:a, d-ux:ina-bi k:alk:-ni	толстое дерево, толстые деревья	thick tree, thick trees	n-thick tree, npl-thick-pl tree-pl	gasanova1971	89				
30	East Caucasian	Dargwa	Muira	Urkarakh	village	no	yes	Number agreement in adjectives	sometimes	Is number marking present on adnominal adjectives?	non-inflectional affix	Conditioning of number marking on attributive adjectives	suffix (some instances)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	gasanova1971	200	Adjectives in -il, al, -an, gʷan are marked with -ti in plural. Adjectives in -na are marked with -bi. There are also non-agreeing adjectives, such as сахават 'generous', цӏуттара 'black', and genitives in -la	Aigul Zakirova	3/15/2024	-ti, -bi	хулал/хулаг˚ан хъали, хулати хъудӏдӏи. бухъина ккалкка, духъинаби ккалккни.	χula-l/χula-ɡʷan qʰali, χula-ti qʰudӏdӏi. b-uqʰina k:alk:a, d-ux:ina-bi k:alk:-ni	большая комната, большие комнаты. длинное дерево, длинные деревья.	big room, big rooms. long tree, long trees.	big-attr / big attr room, big-attr.pl room.pl. n-thick tree, npl-thick-pl tree-pl	gasanova1971	200		Urkarakh	Muira	village
31	East Caucasian	Dargwa	Muira	Meusisha	dialect_toplevel	no	yes	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (obligatory marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	gasanova1971	239	Adjectives that in Standard Dargwa end in -si, in Meusisha Dargwa end in -il (consonant-final root) or -el (vowel-final stem). In PL, most adjectives end in -ti, but those that in SG end in -a in PL end in -bi.	Aigul Zakirova	3/15/2024	-ti, -bi	къугъати хӏавни. ухъна адам, бухънаби адамти	ɢuʁa-ti ħaw-ni. uqʰna adam, b-uqʰna-bi adam-ti	красивые платья. старый человек, старые люди.	beautiful dresses. old man, old men.	beautiful dress-pl. m.old dress, hpl-old dress-pl	gasanova1971	239		Meusisha	North-Central Dargwa	dialect_nt1
42	Turkic	Kipchak	Nogai	Standard Nogai	language	yes	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	baskakov1996	69-72	When substantivized, adjectives can attach case, number and possessive marking	Aigul Zakirova	3/12/2024		сары коьйлоьгим, сары коьйлоьклеринъде	sarɨ köjlöɡim, sarɨ köjlöklerinde	моя желтая рубашка, в твоих желтых рубашках	my yellow shirt, in my yellow shirts	yellow shirt-1sg, yellow shirt-pl-3-loc	baskakov1996	332				
1	East Caucasian	Andic	Northern Akhvakh	Northern Akhvakh	language	yes	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	magomedbekova1967	39	Adjectives agree with the head of the NP in gender. The final vowel is not segmentable as a plural, since it arose due to the open syllable constraint (Denis Creissels p.c.)	Aigul Zakirova	3/15/2024		reš:eda-je, reš:ediji jašeli	reš:eda-je, reš:ediji jašeli	красивая, красивые девушки	beautiful (f), beautiful girls	beautiful-f, beautiful-hpl(-pl?)	magomedbekova1967	39		Northern Akhvakh	Northern Akhvakh	language
2	East Caucasian	Andic	Northern Akhvakh	Tad-Magitl'	village	no	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	magomedovaabdulaeva2007	677-681	Adjectives agree with the head of the NP in gender. The final vowel is not segmentable as a plural, since it arose due to the open syllable constraint (Denis Creissels p.c.)	Aigul Zakirova	3/15/2024		шода-ве, шода-йе, шода-бе, шода-йи, шода-ре	ʃoda-we, ʃoda-je, ʃoda-be, ʃoda-ji, ʃoda-re	хороший (m), хороший (f), хороший (n), хорошие (hpl) хорошие (npl)	good (m), good (f), good (n), good (hpl) good (npl)	good-m, good-f, good-n, good-hpl, good-npl	magomedovaabdulaeva2007	677				
26	East Caucasian	Dargwa	Northern Dargwa	Standard Dargwa	language	yes	yes	Number agreement in adjectives	sometimes	Is number marking present on adnominal adjectives?	non-inflectional affix	Conditioning of number marking on attributive adjectives	suffix (some instances)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	vandenberg2001	26-27	A part of adjectives agree for number: SG -si and -(i)l, PL -ti. If an adjective is bare or ends in -a, it does not agree.	Aigul Zakirova	3/15/2024	-ti	way-si xabar, way-ti xabur-ti. xala-l yurt, xala-ti yurt-ani	way-si xabar, way-ti xabur-ti. xala-l yurt, xala-ti yurt-ani	bad story, bad stories	bad story, bad stories	bad-attr.sg story; bad-attr.pl story-pl	vandenberg2001	26-27		Standard Dargwa	North-Central Dargwa	language
27	East Caucasian	Dargwa	Northern Dargwa	Aqusha	dialect_toplevel	no	yes	Number agreement in adjectives	sometimes	Is number marking present on adnominal adjectives?	non-inflectional affix	Conditioning of number marking on attributive adjectives	suffix (some instances)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	abdullaev1954	134	A part of adjectives agree for number: SG -si and -(i)l, PL -ti. If an adjective is bare or ends in -a, -ar, -či, -kar, it does not agree.	Aigul Zakirova	3/15/2024	-ti	ахӏси колхоз, ахӏти колхозуни. халал юрт, халати юртани	aħ-si kolχoz, aħ-ti kolχoz-uni. Χala-l jurt, χala-ti jurt-ani	хороший колхоз, хорошие колхозы. большой дом, большие дома.	good collective farm, good collective farms. big house, big houses	good-atr.sg collective_farm, good-atr.pl collective_farm-pl. big-attr.sg house, big-attr.pl house-pl	abdullaev1954	134		Aqusha	Northern Dargwa	dialect_toplevel
32	East Caucasian	Dargwa	Northern Dargwa	Murega	dialect_nt1	yes	yes	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (obligatory marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	gasanova1971	273-275	Adjectives that in Standard Dargwa end in -si, in Myurego Dargwa often end in -il or -j. In SG and PL adjectives can be unmarked: short дукӏу хинкӏи 'тонкий хинкал', full дукӏу-те джузе 'тонкие книги'	Aigul Zakirova	3/15/2024	-te	джагвате	dʒaɡʷa-te	красивые	beautiful (ones)	beautiful-pl	gasanova1971	275				
50	East Caucasian	Lezgic	Rutul	Mukhad	dialect_toplevel	yes	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	ibragimov2004	72-75	Adjectives in the attributive position do not change, and when substantivized they do change	Aigul Zakirova	3/12/2024		кьухьду дид, кьухьду си-баь	q'uxdu did, q'uxdu si-bä	большой отец, большие медведи	big father, big bears	big father, big bears	ibragimov2004	75				
35	East Caucasian	Dargwa	Sanzhi-Itsari	Itsari	dialect_toplevel	yes	yes	Number agreement in adjectives	sometimes	Is number marking present on adnominal adjectives?	full form	Conditioning of number marking on attributive adjectives	suffix (some instances)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	sumbatovamutalov2003	47-48	Short adjectives are used only as nominal modifiers, never as predicates or heads. Full adjectives (SG -ci, PL -ti) are used as predicates / heads and in the attributive position they have a restrictive / contrastive interpretation. -ci / -ti also attaches to other constituents as an attributivizer	Aigul Zakirova	3/15/2024	-ti	le=b=il di-la dehni čak̄⸰a-ti–ca=b	le=b=il di-la dehni čak̄⸰a-ti–ca=b	‘All my children are handsome.’	‘All my children are handsome.’	all[HPL] I-GEN children handsome-ATR.PL-PRS[N]	sumbatovamutalov2003	48		Itsari	Sanzhi-Itsari	dialect_toplevel
36	East Caucasian	Dargwa	Sanzhi-Itsari	Sanzhi	dialect_toplevel	no	yes	Number agreement in adjectives	sometimes	Is number marking present on adnominal adjectives?	full form	Conditioning of number marking on attributive adjectives	suffix (some instances)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	forker2020dargwa	123-124	Short adjectives are used only as nominal modifiers, never as predicates or heads. Full adjectives (SG -ce, PL -te) are used as predicates / heads and attributes. No syntactic difference between -ce and -te in attributive position. -ce / -te also attaches to other constituents as an attributivizer	Aigul Zakirova	3/15/2024	-te	χːula-ce šuˁra, χːula-te q’asta-ne	χːula-ce šuˁra, χːula-te q’asta-ne	big puddle of water, big targets	big puddle of water, big targets	big-dd.sg puddle, big-dd.pl target-pl	forker2020dargwa	373		Sanzhi	Sanzhi-Itsari	dialect_toplevel
3	East Caucasian	Andic	Southern Akhvakh	Ratlub	village	yes	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	abdulaeva2001	70-74	Adjectives agree with the head of the NP in gender; it is dubious to analyze suffixal markers as number. Adjectives with gender prefixes and suffixes have the following marking: M.SG w-w, F.SG j-j, N.SG b-b, M.PL b-ij, F.PL b-aj, N.PL r-ij. Adjectives that have gender suffixes only (overall 6)  have the following marking: M.SG w, F.SG j, N.SG b, M.PL aj, F.PL aj, N.PL -ar.	Aigul Zakirova	3/15/2024		инкIа-в ваша, инкIа-й йаше, инкIа-б чили. инкIикI-ай вашали, инкIикI-ай йашели, инкIикI-ар кванххелаби.	ink'a-w waʃa, ink'a-j jaʃe, ink'a-b tʃili. ink'ik'-aj waʃali, ink'ik'-aj jaʃeli, ink'ik'-ar kʷanχːelabi	большой мальчик, большая девочка, большой дом. большие мальчики, большие девочки, большие рукава.	big boy, big girl, big house. Big boys, big girls, big sleeves.	big-m boy, big-f girl, big-n house. Big-hpl boy-pl, big-hpl girl-pl, big-npl sleeve-pl.	abdulaeva2001	70-71		Ratlub	Southern Akhvakh	village
34	East Caucasian	Dargwa	Southwestern Dargwa	Tanti	dialect_toplevel	yes	yes	Number agreement in adjectives	sometimes	Is number marking present on adnominal adjectives?	full form	Conditioning of number marking on attributive adjectives	suffix (some instances)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	sumbatovalander2014	230-232	Adjectives marked for contrast (-il) agree for number (PL -te), and those not marked for contrast (-se) do not agree for number and even do not attach PL in the head position. But then the authors show that the matter is more complicated and -te is probably just plural rather than plural contrastive	Aigul Zakirova	3/15/2024	-te	qːuʁa-jil rursːi, qːuʁa-te rurs-be.	qːuʁa-jil rursːi, qːuʁa-te rurs-be.	красивая девушка, красивые девушки	beautiful girl, beautiful girls.	красивый-atr.contr девушка, красивый-pl.contr девушка-pl	sumbatovalander2012	226, 222		Tanti	Southwestern Dargwa	dialect_toplevel
51	East Caucasian	Lezgic	Tabasaran	Standard Tabasaran	language	yes	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	alekseevshixalieva2003	48-49	In the atributive position adjectives do not agree, except for gender-number. In the predicative position they do agree.	Aigul Zakirova	3/12/2024		аьхю кас, аьхю касар. аьхю хал, аьхю хулар.	äxü kas, äxü kasar. äxü xal, äxü xular.	большой человек, большие люди. большая комната, большие комнаты	big man, big people. big room, big rooms.	big man, big man-pl. big room, big room-pl	alekseevshixalieva2003	48-49				
52	East Caucasian	Lezgic	Tabasaran	Standard Tabasaran	language	no	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	magometov1965	151-155	In the atributive position adjectives do not agree, except for gender-number. In the predicative position they do agree.	Aigul Zakirova	3/12/2024		bic̣i baž, bic̣i bažar. bic̣i riš, bic̣i šiwar.	bic̣i baž, bic̣i bažar. bic̣i riš, bic̣i šiwar.	маленький мальчик, маленькие мальчики. маленькая девочка, маленькие девочки.	little boy, little boys. little girl, little girls.	little boy, little boy-pl. little girl, little girl-pl.	alekseevshixalieva2003	152				
22	East Caucasian	Andic	Tindi	Tindi	language	yes	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	magomedova2012	109	I very tentatively proposed in Zakirova (2023) that -bi in HPL may be segmented as -b (HPL) and -i (-PL). However, I find it too dubious an idea to put it on the map	Aigul Zakirova	3/15/2024		в-ехара-в гьекӏва, й-ехара-й гьак̄уй, б/ехара-б зини, б/ехара-би ила-има, р/ехара-р оцих̄ара-би	w-eχara-w hek'ʷa, j-eχara-j hak:uj, b/eχara-b zini, b/eχara-bi ila-ima, r/eχara-r otsiχ:ara-bi	старый мужчина, старая женщина, старая корова, старые родители, старые (перезрелые) огурцы	old man, old woman, old cow, old parents, old (overripe) cucumbers	m-old-m man, f-old-f woman, n-old-n cow, hpl-old-hpl-pl father-mother, npl-old-npl cucumber-pl	magomedova2012	109				
53	East Caucasian	Lezgic	Tsakhur	Mishlesh	village	yes	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	kibrik1999	318-322	There is an attributive form in -n. If it is bare, it is analyzed as part of the NP. If it is marked for case and number, it is considered a separate NP.	Aigul Zakirova	3/12/2024		ǯag⸰ara-n a=d=ɨ balkan-ā-r. ǯag⸰ara-m-mɨ a=d=ɨ balkan-ā-r	ǯag⸰ara-n a=d=ɨ balkan-ā-r. ǯag⸰ara-m-mɨ a=d=ɨ balkan-ā-r	Белые пришли лошади. Белые пришли лошади.	White horses came.	white-a-pl.nom npl=come.pf horse-pl-nom.pl	kibrik1999	318, 320				
68	East Caucasian	Tsezic	Tsez	Tsez	language	yes	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	attested	Distributive marking bordering on plural agreement	polinskydraft	4-5	-t'a is analyzed as a distributive marker	Aigul Zakirova	3/15/2024	-t'a	b-exora uži-bi	b-exora uži-bi	tall boys	tall boys	IPL-tall boy-PL.ABS.IPL	polinskydraft	4-5				
69	East Caucasian	Tsezic	Tsez	Tsez	language	no	no	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	comrie2007	1198	...predicate adjectives take a plural suffix -t’a, and attributive adjectives this suffix plus a definite suffix -ni, e.g., y-igu kid ‘good girl’, b-igu-t’a uzi-bi ‘good boys’, b-igu-t’a-ni uzi-bi ‘the good boys’.	Aigul Zakirova	3/15/2024	-t'a	b-igu-t’a uzi-bi, b-igu-t’a-ni uzi-bi	b-igu-t’a uzi-bi, b-igu-t’a-ni uzi-bi	‘good boys’, ‘the good boys’.	‘good boys’, ‘the good boys’.	1PL-good-PL boy-PL.ABS.1PL, 1PL-good-PL-? boy-PL.ABS.1PL	comrie2007	1198				
58	East Caucasian	Nakh	Tsova-Tush	Zemo-Alvani	village	no	yes	Number agreement in adjectives	sometimes	Is number marking present on adnominal adjectives?	lexical	Conditioning of number marking on attributive adjectives	weak suppletion (some lexemes)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	desheriev1953	182-188	Some of the qualitative and other adjectives change the last vowel of the stem to ā, some do not	Aigul Zakirova	3/15/2024	-ā	ваккхо̄ стӏак, баккха̄ васер	wakːχō st'ak, bakːχā waser	большой человек, большие люди	big man, big people	big-sg man, big-pl people	holiskygagua1994	184				
59	East Caucasian	Nakh	Tsova-Tush	Zemo-Alvani	village	yes	yes	Number agreement in adjectives	sometimes	Is number marking present on adnominal adjectives?	lexical	Conditioning of number marking on attributive adjectives	weak suppletion (some lexemes)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	holiskygagua1994	171-173	Two of the qualitative and other adjectives change the last vowel of the stem to a, others do not	Aigul Zakirova	3/15/2024	vowel ablaut	vaq:on k’nat, baq:an k’nati. mos:in bader, mos:in badri.	vaq:on k’nat, baq:an k’nati. mos:in bader, mos:in badri.	big boy, big boys. bad child, bad children.	big boy, big boys. bad child, bad children.	big boy, big boy-pl. bad child, bad child-pl.	holiskygagua1994	171, 172				
17	East Caucasian	Andic	Tukita	Tukita	language	yes	yes	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (obligatory marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	magomedbekova1971	85-93	Adjectives agree with the head of the NP in gender.	Aigul Zakirova	3/12/2024	-e	bil'u-b-e, ril'u-re	b-il'u-b-e, r-il'u-re	плохие (кл. чел.), плохие (кл. вещей)	bad (hpl), bad (npl)	hpl-bad-hpl-pl, npl-bad-npl-pl	magomedbekova1971	87		Tukita	Tukita	language
54	East Caucasian	Lezgic	Udi	Udi	language	yes	yes	Number agreement in adjectives	never	Is number marking present on adnominal adjectives?	no conditioning (no marking)	Conditioning of number marking on attributive adjectives	not expressed	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	mobili2010	318	Adjectives in the attributive position do not change, and when substantivized they do change	Aigul Zakirova	3/12/2024		кедже пушӏа-мух	kedʒe puʃʔa-muχ	кислые айвы	sour quinces	sour quince-pl	mobili2010	328				
4	East Caucasian	Andic	Upper Andi	Andi	village	no	yes	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (obligatory marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	cercvadze1965	343-344	in Upper Andi, the adjective is marked for number both when used as an attribute and independently, in Lower Andi the adjective attaches the plural marker only in independent use	Aigul Zakirova	3/12/2024	-ol	v/j/b/r/oč̣ux-ol	w/j/b/roč'uxol	большие	big ones	m/f/n1/n1/big-pl	cercvadze1965	343-344		Andi	Upper Andi	village
5	East Caucasian	Andic	Upper Andi	Andi	village	no	yes	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (obligatory marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	magomedovaalisultanova2010	27		Aigul Zakirova	3/12/2024	-ol	ххерол гьинцIобил	χːer-ol hints'obi-l	драгоценные камни	precious gems	expensive-pl stone.obl.pl-pl	cercvadze1965	345		Andi	Upper Andi	village
6	East Caucasian	Andic	Upper Andi	Rikvani	village	no	yes	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (obligatory marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	suleymanov1957	272-286	In Andi gender and number agreement are expressed separately. All adjectives in attributive position agree for number. Sulejmanov considers -o to be the primary plural marker and -l the secondary marker.	Aigul Zakirova	3/12/2024	-o + -l	в-о-чIедир гьекIа, й-е-чIедир й-еши, б-е-чIедир кьетIур, б-е-чIедир зи(н)в, р-е-чIедир ххуча, р-е-чIедир исирбесун. в-о-чIедир-о-л ъадам, й-е-чIедир-о-л й-еш-бо-л, б-е-чIедир-о-л кьетIур-ду-л, й-е-чIедир-о-л зин-о-л, р-е-чIедир-о-л ххуч-о-л, й-е-чIедир-о-л исирбесв-о(н)-л.	w-o-tʃ'edir hek'a, j-e-tʃ'edir j-eʃi, b-e-tʃ'edir tɬ'et'ur, b-e-tʃ'edir zi(n)w, r-e-tʃ'edir χːutʃa, r-e-tʃ'edir isirbesun. w-o-tʃ'edir-o-l ʔadam, j-e-tʃ'edir-o-l j-eʃ-bo-l, b-e-tʃ'edir-o-l tɬ'et'ur-du-l, j-e-tʃ'edir-o-l zin-o-l, r-e-tʃ'edir-o-l χːutʃ-o-l, j-e-tʃ'edir-o-l isirbesʷ-o(n)-l.	черный человек, черная девочка, черное дерево, черная корова, черная шкура,книга, черный волосатик. черные люди, черные девочки, черные деревья, черные коровы, черные шкуры,книги, черные волосатики	black man, black girl, black tree, black cow, black skin,book, black hairsnake. black men, black girls, black trees, black cows, black skins,books, black hairsnakes	m-black man, f-black girl, n1-black tree, an-black cow, n2-black skin,book, n3-black hairsnake. M-black-pl man-pl, f-black-pl girl-pl, n1-black-pl tree-pl, an-black-pl cow-pl, n2-black-pl skin-pl,book-pl, n3-black-pl hairsnake-pl	suleymanov1957	272		Rikvani	Upper Andi	village
7	East Caucasian	Andic	Upper Andi	Gagatli	village	no	yes	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (obligatory marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	salimov2010	117-121	In Andi gender and number agreement are expressed separately.	Aigul Zakirova	3/12/2024	-l, -ol, -ul	йечIуха йеши йелълъи. йечIухол йешбол йелълъи.	jetʃ'uχa jeʃi jeɬːi. jetʃ'uχol jeʃbol jeɬːi.	большая девушка засмеялась. Большие девушки засмеялись.	the big girl laughed. The big girls laughed.	f-big girl f-laugh.aor. f-big-pl girl-pl f-laugh.aor	salimov2010	119-120		Gagatli	Upper Andi	village
8	East Caucasian	Andic	Upper Andi	Zilo	village	yes	yes	Number agreement in adjectives	always	Is number marking present on adnominal adjectives?	no conditioning (obligatory marking)	Conditioning of number marking on attributive adjectives	suffix (obligatory)	How is number expressed on adnominal adjectives	not attested	Gender neutralization in plural	not attested	Distributive marking bordering on plural agreement	own fieldwork		In Andi gender and number agreement are expressed separately.	Aigul Zakirova	3/12/2024	-ol	hiri dʒindʒi. hir-ol / *hiri dʒindʒi-l	hiri dʒindʒi. hir-ol / *hiri dʒindʒi-l	red flower. Red flowers.	red flower. Red flowers.	red flower(N1) red-PL / *red flower(N1)-PL	own fieldwork			Zilo	Upper Andi	village
