id	language	idiom	type	genlang_point	map	form	value1	value1_name	feature	source	page	comment	contributor	date	example_as_in_source	example	translation_as_in_source	translation	gloss_as_in_source	gloss	example_source	example_page	example_comment
35	Archi	Archib	village	yes	yes	R-a<CM>u	emphatic particle	Origin of the numeral marker	Origin of the numeral marker	kibrik1977	119	"This is 'class form'. It is marked by a-CM-u when the short form (stem) ends with a consonant, and by ej-CM-u when it ends with a vowel. Exception: qI'˳e 'two' makes class forms qI'˳ewu (I), qI'˳eru (II). Also, os '1' does not receive class marker but it has a special form when impure: sej-CM-u (for example, in '31') [mikailov1967: 74]. [mikailov1967: 75] also points out that -u here is similar to Avar =go. The simple form of 'ten' is vic'-i-CM-u, complex numerals use the form moc'or. '20' and '100' have their own roots, tens 30—90 derive like: łib-ij-CM-u '30'; complex numeral looks like: łab-i-t:ur sej-CM-u.
There is also a so-called «full form» of a cardinal, which is derived from the stem with the suffix -(t̄)or, which is plural marker for substantives. Units do not have this marker (it is said that the short form, a.k.a stem, and the full form of cardinals coincide for units.) -or is «characteristic» for moč'or '10' and boIš̄or '100' (I guess it means that this suffix is used only for these numerals, and -t̄or is used for others). In complex numerals, the last unit is in a class form, and the other digits are in full forms (for example, x̌̄o boIš̄-or x̌̄˳-ej-t'-u '505' [120]). Cardinals can be substantivized and inflected [121].
More info in [chumakina2021: 462]. This a<CM>u is an emphatic particle but cardinals do not preserve emphatic meaning."	Maksim Melenchenko	2022-08-19	x̌íbaru	ɬib-a<r>u	три [женщины]	three [female]		three-NUM<CM>	kibrik1977	119	transcription needs revision
36	Lezgian	Standard Lezgian	language	yes	yes	R-d	class marker	Origin of the numeral marker	Origin of the numeral marker	haspelmath1993	230	"-d is a «petrified old gender marker». sa(d) '1' and q'we(d) '2' can omit this suffix. They are used without -d when the numeral is used attributively in a noun phrase (for example, q'we xür 'two villages'). Forms with -d are used when substantivized or in counting. Numbers jaxc'ur '40', wiš '100', aǧzur '1000' and larger, apparently, do not have -d.
-d is not repeated in numerals 11–19 (-d is omitted in c'ud '10': c'i-q'wed '12') but it is repeated (for example, pud-q̃an-ni wad '65', glossed as 'three-twenty-plus five'; note that before -ni /d/ is assimilated into /n/ here)."	Maksim Melenchenko	2022-08-19	irid	iri-d	7	seven		seven-NUM	haspelmath1993	230	
37	Tabasaran	Standard Tabasaran	language	yes	yes	R-CM	class marker	Origin of the numeral marker	Origin of the numeral marker	alekseevshixalieva2003	52	Actual class marker is only present at the end of numerals 2—20 (and complex numerals ending with it). In morpheme -цIу-р, which marks numerals 30—90, class marker is frozen as -r (хьу-цIу-р '50' glossed as 'five-ten-CM'). However, [magometov1965: 160] is rather inconsistent in terms of whether class marker here is frozen or not. In hundreds, class marker is attached to the number of hundreds but not to the hundreds themselves. Apparently, it's always -d in that position (for example, шубу-д-варж '300' glossed as 'three-CM-hundred'). The same goes for thousands. [alekseevetal1998: 369 (in the file)] notes about this: «Наблюдается также тенденция к утрате классных показателей – десятки, начиная с тридцати, классов не различают: сумцIур кас ‘тридцать человек’, сумчIур пеъ ‘тридцать куриц’, сумчIур йигъ ‘тридцать дней’». Numerals варж '100' and агъзур '1000' do not inflect by class. (Unclear if they used to.) In dialects of Tabasaran there are differences in inflection of numerals. When substantivized, cardinals inflect by case like nouns [alekseevetal1998: 369 (in the file)].	Maksim Melenchenko	2022-08-19	йицIихьуб	jic'i-xu-b	пятнадцать	fifteen		ten-five-CM	alekseevshixalieva2003	52	
38	Agul	Central Agul	dialect_toplevel	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	magometov1970	94	There is a frozen class marker -d, which does not appear in adnominal positions. Many numerals also have frozen class markers in prefixes: j-/b-/w- [52]. Starting with 30, all numerals ending with tens, hundreds, etc. have -r instead of -d [96]. Class marker does not repeat [97]. Final class marker appears in substantivized forms only. In attributive positions class is omitted. When substantivized, cardinals inflect by case. If a class marker is present, it is omitted and replaced by -ji in oblique forms (followed by case suffixes), if there was no class marker, oblique suffix -a is attached before case suffixes (-di for millions). Substantivized cardinals can take plural forms with -ar [98].	Maksim Melenchenko	2022-08-19	x̃ibu hᵊajwan	xibu h:ajwan	три лошади	three horses		three horse	magometov1970	98	
39	Qushan Agul	Burshag	village	no	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	magometov1970	95	There is a frozen class marker -r, which does not appear in adnominal positions [52]. It is present in Burshag idiom, whereas in other auls the marker is frozen as -d. Class marker does not repeat [97]. Final class marker appears in substantivized forms only. In attributive positions class is omitted. When substantivized, cardinals inflect by case. If a class marker is present, it is omitted and replaced by -ji in oblique forms (followed by case suffixes), if there was no class marker, oblique suffix -a is attached before case suffixes (-di for millions). Substantivized cardinals can take plural forms with -ar [98].	Maksim Melenchenko	2022-08-19	sᵊar	s:a-r	один	one		one-NUM	magometov1970	95	
40	Tsakhur	Mishlesh	village	yes	yes	R=CM=le	mixed	Origin of the numeral marker	Origin of the numeral marker	kibrik1999	154	"«Числительные 2—10, 20 и местоименное числительное 'сколько' имеют по два варианта образования. Краткая (иначе, счётная) форма имеет структуру «КОРЕНЬ+КЛАСС», например, хо=b 'пять', полная — КОРЕНЬ+КЛАСС+le», например, хо=b=lе 'пять'. Числительные 1, 100, 1000, 1000000 не имеют в своем составе ни классного показателя, ни морфемы =le. В числительных, имеющих классно-числовые показатели, используются показатели ряда =r/b/d (например, хо=b(-lе) 'пять'). В том случае, если корень оканчивается на согласный, между корнем и классным показателем появляется вставной гласный». Numerals ending with 2—10 and 20 also have the class marker [156]. Tens 30—90 do not have =CM(=le) either [155]. But =CM is also used in denoting the number of hundreds, thousands, etc. (for example, q'oI=d walš '200'). In such forms, only -d is used as a class marker as the numeral agrees with 'hundred' [155—156]. When denoting the number of thousands, the simple numeral is used in its full form, with =le (for example, q'oIlle millijon '2 000 000') [157].
[157—158] describes how short and full forms differ in semantics. In general, the full form is used as a numeral, and the short form is mostly used as a stem for other forms or complex numerals. It is noted that functions of =le are similar to those of attributivizer. In oblique cases, =le is changed to -ni."	Maksim Melenchenko	2022-08-19	хеbɨllе	xeb=ɨl=le	3	three		three=CM=NUM	kibrik1999	154	It seems that the class marker here is -d initially but it undergoes assimilation before /l/ and becomes -l. About assimilation: [alekseevetal1998: 398 (in the file)]
41	Rutul	Mukhad	dialect_nt1	yes	yes	R-CM	class marker	Origin of the numeral marker	Origin of the numeral marker	ibragimov2004	75	"All simple numerals and numerals ending with units have class marker except for sa 'one'. In class II numeral root хьиб does not have a class marker (<— хьиб-иб; gaplology? [mukhin2020: 10]). In complex numerals, only the last component of the numeral agrees with the corresponding noun. In tens 30—90 class marker is lost. Numerals ваьш '100', гьагъзыр '1000' do not have class marker. In hundreds and thousands, numerals denoting the number of hundreds and thousands agree with the words 'hundred' / 'thousand' (class IV). In attributive function, if the noun is in the oblique case, numerals are in genitive (except for sa '1' which does not inflect in this case) [76]. About Kina dialect: «With the head in an oblique case, cardinal numerals occur in the attributive form with the suffix -dɨ» [mukhin2020: 7]. «In a complex numeral, only the last numeral agrees in gender with the head. Numerals weš ‘hundred’, haʁzɨr ‘thousand’ morphologically behave like nouns; they do not take any gender markers. In a complex form, the numeral expressing the number of hundreds, thousands etc. agrees with them by taking Gender 4 marker -d» [mukhin2020: 11].
Also cardinals are often used instead of collective numerals [80]. [mukhin2020: 16] notices, «as a reaction to collective forms in a Russian stimulus (like troje (all two), dvoje (all three)), Rutul speakers tend to use simple cardinal forms»."	Maksim Melenchenko	2022-08-19	кь'ва-б	q'ˤʷa-b	два (III кл.)	two (class III)		two-CM	ibragimov2004	75	can also mean 'both' [page 80]
42	Budukh	Budukh	village	yes	yes	R-CM	class marker	Origin of the numeral marker	Origin of the numeral marker	talibov2007	145	Class markers for class I and II coincide (-r). Numerals ending with units, 10, 20, or 100 have class marker. '100' does not have a special word but rather derives as 'five-twenties'. Class marker is repeated to denote the number of the hundreds (and agrees with the word 'hundred' itself). Same for thousands [149].	Maksim Melenchenko	2022-08-19	йукьуб	juq'u-b	четыре (III кл.)	four (class III)		four-CM	talibov2007	145	transcription needs revision
43	Kryz	Alik	dialect_toplevel	yes	yes	R-CM	class marker	Origin of the numeral marker	Origin of the numeral marker	authier2009	104	"«Les numéraux épithètes s’accordent à l’absolutif : sa-r furi ‘un homme’ ; sab xinib ‘une femme’ = sab barkan ‘un cheval’ = sab k’ul ‘une maison’ ; sad yiğ ‘un jour’ ; mais n’ont qu’une forme à partir du génitif quels que soient le cas et le genre : sunci fura, sunci xinibci, sunci barkanci, sunci k’ulci, sunci yiğin». Cardinals have oblique form which is originally genitive (for example, sab xinib ‘one woman’ => sunci xinibci). In oblique form, class marker is replaced by oblique marker -ci ('1' and '2' have special oblique forms.) Class marker repeats: şibqaʕa-r-na-yits’-ir '70' (as in sixty-CM-ADD-ten-CM).
1000 does not have class marker, apparently. -na us used for addition (for example, qaʕ -na-ts’in-na yuç’vu-d '39' as twenty-ADD-ten-ADD nine-CM). '100' is complex: fu-b-ğaʕ a-b as in 'five-CM-twenty-CM'."	Maksim Melenchenko	2022-08-19	ri-xh-ir	rix-ir	6	six		six-CM	authier2009	105	
44	Udi	Udi	language	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	mobili2010	328	"11—19 are derived like: са-цIцIе '11' (as in one-ten). 20—29 are derived like: са-кьо-вуй '29' (as in one-twenty-nine). Other tens are derived like: са-къо-вицI '30' (one-twenty-ten), пIа-къо '40' (two-twenty), etc. without exceptions. 100—900 are derived like: пIаъ-бач '200' (as in two-hundred). Cardinals are in plural when used with animate objects. When substantivized, can be inflected in case, receiving oblique-like suffix (for example, са 1' gives ergative сун-тI-ин, genitive сун-тI-ай, etc). When used as attributives, they do not inflect.
[schulze1982: 140] states that in Nizh dialect some Azeri numerals can be used along with native ones (30—90). [starostin: 485] claims that there are three systems: the native one, the decimal one (influenced by Azeri), and the fully borrowed one (from Azeri)."	Maksim Melenchenko	2022-08-19	пIацIе	p'a-c'e	12	twelve		two-ten	mobili2010	328	
45	Khinalug	Khinalug	village	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	desheriev1959	131	Components are binded with juxtaposition. Hundreds bind with -i (пан-и къан пхъу '125'). Precise rules are unclear, sometimes tens receive -i, sometimes hundreds do not.	Maksim Melenchenko	2022-08-19	йаIаз-пхъу	jaʔaz-pçu	пятнадцать	fifteen		ten-five	desheriev1959	131	transcription needs revision
46	Chechen	Standard Chechen	language	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	nichols1994	51	Vigesimal system. Components with the root <CM>ej- 'four' agree with the counted noun in class. Oblique form of the numeral is derived with a suffix (different for different final components, usually -na or -ʔa). When used attributively, numerals 1, 2, 3, and 5 have slightly different root morphs [jakovlev1960: 59].	Maksim Melenchenko	2022-08-19	D-ej-tta	CM-ej-t:a	14	fourteen		four<CM>-ten	nichols1994	51	uppercase D is standard notation for a class marker
47	Ingush	Standard Ingush	language	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	nichols2011	197	"Vigesimal system. «The nominalized forms are used for enumeration, counting in the abstract, and doing arithmetic. They are also used as collectives, referring to a group as a set and used in apposition to a pronominal clause argument, usually a subject. In all their uses, they function as heads of numeral phrases. The nominative of the nominalized form differs from the attributive form in 1-3 and 5, in which a glottal stop is suffixed to the basic stem» [198]. Components with the root <CM>ej- 'four' agree with the counted noun in class. «Cardinals have separate attributive (adjectival) and nominalized forms. The attributive nominative is the basic stem, and the numerals 1-5 and 20 have oblique forms created by suffixing /-n/ or by vowel ablaut. The other numerals have a single invariant form that serves as both nominative and oblique. The attributive form modifies the quantified noun, agreeing with it in case and/or gender (if it can take those categories)». «'Thousand' is a loan from Persian, 'million' a loan from Russian. These behave morphosyntactically like nouns in some respects» [198].
About complex numerals, look [page 210]."	Maksim Melenchenko	2022-08-19	qo	qo	three	three	three	three	nichols2011	197	
48	Tsova-Tush	Zemo-Alvani	village	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	holiskygagua1994	188	Vigesimal system (although nowadays numeral asi '100' comes from Georgian [desheriev1953: 189], atasi '1000' is also mentioned in [holiskygagua1994: 188]). All components 'four' (Dʕivʔ) have gender marker and agree with the counted noun. «When used alone, the numbers are declined in the same way as the other nominals».	Maksim Melenchenko	2022-08-19	Vʕivʔev	v-ʕivʔ-ɛv	four (males)	four (males)		CM-four-ERG	holiskygagua1994	188	uppercase V is used to mark class
49	Kumyk	Standard Kumyk	language	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	abdullaevaetal2014	237	"Tens 10—50 are sporadic. Cardinals can receive possessive suffixes (for example, уьчюбюз 'three of us') [231]. «Составные образуются согласно правилу: меньшее число, стоящее справа, выступает как множитель, а большее, стоящее слева, - как слагаемое: йигирма дёрт „двадцать четыре“, отуз беш „тридцать пять“, юз йигирма „сто двадцать“» [236]. «Количественные числительные по своей структуре и значению служат исходной для образования других разрядов числительных». When used as predicates, cardinals receive the predicate suffix. When inflecting, only the last component of the complex numerals changes.
«Отмеченная способность категории принадлежности передавать широкий спектр предметных связей в сфере функционирования количественных числительных проявляется в том, что ее формы способны передавать значения партитивности (1) и собирательности (2): 1) Оланы беш-алтысы тар сокъмакъгъа раслаша (Б.Атаев) „Из них пятеро-шестеро попадают на узкую тропинку“. <…> 2) Уьчюбюз де ёлгъа тюшдюк (М.Ягьияев) „Все мы втроем отправились в путь“» [166]. «От имен числительных с помощью афф. -лыкъ образовано небольшое количество слов: бирлик «единство», биринчилик «первенство», онлукъ «десятка» [206]."	Maksim Melenchenko	2022-08-19	он беш	on beš	пятнадцать	fifteen		ten five	abdullaevaetal2014	232	
50	Azerbaijani	Standard Azerbaijani	language	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	shiralievsevortyan1971	71	Tens 10—50 are sporadic. Hundreds and thousands multiply by juxtaposition.	Maksim Melenchenko	2022-08-19	он	on	десять	ten		ten	shiralievsevortyan1971	71	
51	Nogai	Standard Nogai	language	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	baskakov1996	332		Maksim Melenchenko	2022-08-19	йырма	jɯrma	двадцать	twenty		twenty	baskakov1996	332	
52	Juhuri	Juhuri	language	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	authier2012	81	An old article by Chernij (1869/1905) has indications of a vigesimal system which is probably an influence of [East] Caucasian languages. Also: «les nombres ‘deux’ et ‘trois’ ont une forme redoublée qui s’emploie en isolation ou pour compter : yek, dü, se-se „un, deux, trois“» (no rules specified but there is an example).	Maksim Melenchenko	2022-08-19	çordeh	čor-deh	14	fourteen		four-ten	authier2012	81	
53	Eastern Armenian	Eastern Armenian	language	yes	yes	R	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	dum-tragut2009	118	«Cardinal numbers never agree with the head noun in case, and always precede the head noun». «Cardinal numbers can also be nominalised. When nominalised the cardinal numbers inflect according to the i-declension, except the numeral 2. Similar to other compound terms, in compound cardinals only the second part inflects according to i-declension» [120].	Maksim Melenchenko	2022-08-19	hing	hing	5	five		five	dum-tragut2009	118	
54	Georgian	Standard Georgian	language	yes	yes	R-i	no numeral marker	Origin of the numeral marker	Origin of the numeral marker	hewitt1995	51	Most numerals have nominative marker -i, including large borrowed roots like 'billion'. There are two exceptions among the smaller numerals: rva '8' and cxra '9' (and all numerals ending with these). -i repeats in number of thousands and higher bases (for example, otx-i at-as cxr-as otx-m-oc-da-cxra-met’-i '4 999').	Maksim Melenchenko	2022-08-19	sam-i	sam-i	3	three		three-NOM	hewitt1995	51	
